Mon  7 Jun 20:13:29 CEST 2021	49.6	0x0	1500345728
Mon  7 Jun 20:13:34 CEST 2021	48.2	0x0	600169920
Mon  7 Jun 20:13:39 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 20:13:44 CEST 2021	48.2	0x0	1500398464
Mon  7 Jun 20:13:49 CEST 2021	48.2	0x0	600117184
Mon  7 Jun 20:13:54 CEST 2021	48.2	0x0	600169920
Mon  7 Jun 20:13:59 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 20:14:04 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 20:14:09 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 20:14:14 CEST 2021	48.2	0x0	1500398464
Mon  7 Jun 20:14:19 CEST 2021	48.2	0x0	600169920
Mon  7 Jun 20:14:24 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:14:29 CEST 2021	47.7	0x0	1500398464
Mon  7 Jun 20:14:34 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:14:39 CEST 2021	48.2	0x0	700207040
Mon  7 Jun 20:14:44 CEST 2021	48.2	0x0	1500345728
Mon  7 Jun 20:14:49 CEST 2021	48.2	0x0	600169920
Mon  7 Jun 20:14:54 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:15:00 CEST 2021	48.2	0x0	1500345728
Mon  7 Jun 20:15:05 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 20:15:10 CEST 2021	48.2	0x0	600117184
Mon  7 Jun 20:15:15 CEST 2021	47.2	0x0	1500398464
Mon  7 Jun 20:15:20 CEST 2021	48.7	0x0	600169920
Mon  7 Jun 20:15:25 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 20:15:30 CEST 2021	48.7	0x0	1500398464
Mon  7 Jun 20:15:35 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 20:15:40 CEST 2021	48.2	0x0	600169920
Mon  7 Jun 20:15:45 CEST 2021	48.7	0x0	1500345728
Mon  7 Jun 20:15:50 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 20:15:55 CEST 2021	47.7	0x0	700207040
Mon  7 Jun 20:16:00 CEST 2021	48.2	0x0	1500398464
Mon  7 Jun 20:16:05 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:16:10 CEST 2021	47.7	0x0	700154304
Mon  7 Jun 20:16:15 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 20:16:20 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 20:16:25 CEST 2021	46.7	0x0	700207040
Mon  7 Jun 20:16:30 CEST 2021	50.1	0x0	1500345728
Mon  7 Jun 20:16:35 CEST 2021	48.7	0x0	1500345728
Mon  7 Jun 20:16:40 CEST 2021	47.2	0x0	700154304
Mon  7 Jun 20:16:45 CEST 2021	48.2	0x0	1500398464
Mon  7 Jun 20:16:50 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 20:16:55 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 20:17:00 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 20:17:05 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:17:10 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 20:17:15 CEST 2021	48.7	0x0	1500345728
Mon  7 Jun 20:17:20 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:17:26 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 20:17:31 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 20:17:36 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 20:17:41 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 20:17:46 CEST 2021	48.2	0x0	1500398464
Mon  7 Jun 20:17:51 CEST 2021	48.2	0x0	600117184
Mon  7 Jun 20:17:56 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 20:18:01 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 20:18:06 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 20:18:11 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:18:16 CEST 2021	48.2	0x0	1500398464
Mon  7 Jun 20:18:21 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 20:18:26 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 20:18:31 CEST 2021	52.1	0x0	1500345728
Mon  7 Jun 20:18:36 CEST 2021	52.5	0x0	1500345728
Mon  7 Jun 20:18:41 CEST 2021	53.5	0x0	1500345728
Mon  7 Jun 20:18:46 CEST 2021	53.5	0x0	1500345728
Mon  7 Jun 20:18:52 CEST 2021	53.0	0x0	1500345728
Mon  7 Jun 20:18:57 CEST 2021	54.0	0x0	1500345728
Mon  7 Jun 20:19:02 CEST 2021	53.5	0x0	1500345728
Mon  7 Jun 20:19:07 CEST 2021	54.5	0x0	1500345728
Mon  7 Jun 20:19:12 CEST 2021	54.0	0x0	1500398464
Mon  7 Jun 20:19:17 CEST 2021	54.5	0x0	1500398464
Mon  7 Jun 20:19:23 CEST 2021	55.5	0x0	1500398464
Mon  7 Jun 20:19:28 CEST 2021	54.5	0x0	1500345728
Mon  7 Jun 20:19:33 CEST 2021	55.0	0x0	1500398464
Mon  7 Jun 20:19:38 CEST 2021	55.5	0x0	1500345728
Mon  7 Jun 20:19:43 CEST 2021	55.5	0x0	1500398464
Mon  7 Jun 20:19:48 CEST 2021	56.0	0x0	1500398464
Mon  7 Jun 20:19:54 CEST 2021	56.0	0x0	1500398464
Mon  7 Jun 20:19:59 CEST 2021	55.5	0x0	1500398464
Mon  7 Jun 20:20:04 CEST 2021	55.0	0x0	1500398464
Mon  7 Jun 20:20:09 CEST 2021	56.9	0x0	1500345728
Mon  7 Jun 20:20:14 CEST 2021	55.5	0x0	1500398464
Mon  7 Jun 20:20:19 CEST 2021	56.0	0x0	1500398464
Mon  7 Jun 20:20:25 CEST 2021	56.0	0x0	1500398464
Mon  7 Jun 20:20:30 CEST 2021	56.9	0x0	1500398464
Mon  7 Jun 20:20:35 CEST 2021	56.4	0x0	1500398464
Mon  7 Jun 20:20:40 CEST 2021	57.4	0x0	1500345728
Mon  7 Jun 20:20:45 CEST 2021	56.4	0x0	1500345728
Mon  7 Jun 20:20:50 CEST 2021	55.0	0x0	1500398464
Mon  7 Jun 20:20:55 CEST 2021	57.4	0x0	1500345728
Mon  7 Jun 20:21:01 CEST 2021	56.0	0x0	1500398464
Mon  7 Jun 20:21:06 CEST 2021	56.4	0x0	1500345728
Mon  7 Jun 20:21:11 CEST 2021	57.9	0x0	1500345728
Mon  7 Jun 20:21:16 CEST 2021	57.4	0x0	1500398464
Mon  7 Jun 20:21:21 CEST 2021	55.5	0x0	1500345728
Mon  7 Jun 20:21:26 CEST 2021	56.9	0x0	1500398464
Mon  7 Jun 20:21:32 CEST 2021	56.9	0x0	1500345728
Mon  7 Jun 20:21:37 CEST 2021	56.0	0x0	1500345728
