Mon  7 Jun 21:04:28 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:04:33 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:04:38 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:04:43 CEST 2021	46.7	0x0	1500398464
Mon  7 Jun 21:04:48 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:04:53 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 21:04:58 CEST 2021	47.2	0x0	1500398464
Mon  7 Jun 21:05:03 CEST 2021	48.2	0x0	600117184
Mon  7 Jun 21:05:08 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 21:05:13 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:05:18 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 21:05:23 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 21:05:28 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:05:33 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 21:05:38 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:05:43 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:05:48 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:05:53 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:05:58 CEST 2021	48.2	0x0	1500398464
Mon  7 Jun 21:06:04 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:06:09 CEST 2021	48.7	0x0	700154304
Mon  7 Jun 21:06:14 CEST 2021	48.2	0x0	1500345728
Mon  7 Jun 21:06:19 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 21:06:24 CEST 2021	47.7	0x0	700154304
Mon  7 Jun 21:06:29 CEST 2021	48.2	0x0	1500345728
Mon  7 Jun 21:06:34 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:06:39 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:06:44 CEST 2021	47.2	0x0	1500345728
Mon  7 Jun 21:06:49 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 21:06:54 CEST 2021	48.2	0x0	700154304
Mon  7 Jun 21:06:59 CEST 2021	47.2	0x0	1500345728
Mon  7 Jun 21:07:04 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:07:09 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:07:14 CEST 2021	48.7	0x0	1500398464
Mon  7 Jun 21:07:19 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:07:24 CEST 2021	47.2	0x0	700154304
Mon  7 Jun 21:07:29 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:07:34 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:07:39 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 21:07:44 CEST 2021	48.2	0x0	1500345728
Mon  7 Jun 21:07:49 CEST 2021	48.2	0x0	600117184
Mon  7 Jun 21:07:54 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:07:59 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:08:04 CEST 2021	46.7	0x0	600169920
Mon  7 Jun 21:08:09 CEST 2021	46.7	0x0	600169920
Mon  7 Jun 21:08:14 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:08:19 CEST 2021	46.2	0x0	700154304
Mon  7 Jun 21:08:25 CEST 2021	47.2	0x0	600117184
Mon  7 Jun 21:08:30 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:08:35 CEST 2021	47.7	0x0	600117184
Mon  7 Jun 21:08:40 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:08:45 CEST 2021	47.7	0x0	1500345728
Mon  7 Jun 21:08:50 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:08:55 CEST 2021	48.2	0x0	600117184
Mon  7 Jun 21:09:00 CEST 2021	47.7	0x0	1500398464
Mon  7 Jun 21:09:05 CEST 2021	46.2	0x0	600169920
Mon  7 Jun 21:09:10 CEST 2021	46.7	0x0	600117184
Mon  7 Jun 21:09:15 CEST 2021	47.7	0x0	1500398464
Mon  7 Jun 21:09:20 CEST 2021	47.7	0x0	600169920
Mon  7 Jun 21:09:25 CEST 2021	47.2	0x0	600169920
Mon  7 Jun 21:09:30 CEST 2021	51.6	0x0	1500345728
Mon  7 Jun 21:09:35 CEST 2021	52.5	0x0	1500398464
Mon  7 Jun 21:09:40 CEST 2021	52.5	0x0	1500398464
Mon  7 Jun 21:09:45 CEST 2021	53.5	0x0	1500345728
Mon  7 Jun 21:09:51 CEST 2021	54.0	0x0	1500398464
Mon  7 Jun 21:09:56 CEST 2021	55.0	0x0	1500345728
Mon  7 Jun 21:10:01 CEST 2021	54.5	0x0	1500345728
Mon  7 Jun 21:10:06 CEST 2021	54.0	0x0	1500398464
Mon  7 Jun 21:10:11 CEST 2021	54.5	0x0	1500345728
Mon  7 Jun 21:10:16 CEST 2021	55.5	0x0	1500345728
Mon  7 Jun 21:10:22 CEST 2021	55.0	0x0	1500345728
